control number,PRE:answer,POST:answer,PRE:correct,POST:correct,score change,improved
106,OFWs,estudyante,0,1,1,1
107,OFWs,estudyante,0,1,1,1
108,estudyante,estudyante,1,1,0,0
110,estudyante,estudyante,1,1,0,0
114,OFWs,OFWs,0,0,0,0
115,estudyante,estudyante,1,1,0,0
117,OFWs,estudyante,0,1,1,1
118,OFWs,estudyante,0,1,1,1
119,OFWs,estudyante,0,1,1,1
120,OFWs,estudyante,0,1,1,1
121,OFWs,estudyante,0,1,1,1
122,OFWs,estudyante,0,1,1,1
123,OFWs,estudyante,0,1,1,1
124,OFWs,estudyante,0,1,1,1
125,OFWs,estudyante,0,1,1,1
126,OFWs,estudyante,0,1,1,1
127,OFWs,estudyante,0,1,1,1
128,OFWs,estudyante,0,1,1,1
129,estudyante,estudyante,1,1,0,0
130,estudyante,estudyante,1,1,0,0
131,estudyante,estudyante,1,1,0,0
132,estudyante,estudyante,1,1,0,0
133,estudyante,estudyante,1,1,0,0
135,estudyante,estudyante,1,1,0,0
136,estudyante,estudyante,1,1,0,0
137,estudyante,estudyante,1,1,0,0
138,estudyante,estudyante,1,1,0,0
141,estudyante,estudyante,1,1,0,0
143,Government workers,Social workers tulad ng guro,0,0,0,0
145,OFWs,OFWs,0,0,0,0
146,estudyante,estudyante,1,1,0,0
147,estudyante,estudyante,1,1,0,0
148,estudyante,estudyante,1,1,0,0
149,Government workers,estudyante,0,1,1,1
150,Government workers,estudyante,0,1,1,1
153,Government workers,estudyante,0,1,1,1
154,Government workers,estudyante,0,1,1,1
155,Government workers,estudyante,0,1,1,1
156,Government workers,estudyante,0,1,1,1
157,Government workers,estudyante,0,1,1,1
158,Government workers,estudyante,0,1,1,1
159,Government workers,estudyante,0,1,1,1
160,Government workers,estudyante,0,1,1,1
162,Government workers,Government workers,0,0,0,0
166,estudyante,estudyante,1,1,0,0
169,estudyante,estudyante,1,1,0,0
178,estudyante,estudyante,1,1,0,0
180,estudyante,estudyante,1,1,0,0
181,Social workers tulad ng guro,estudyante,0,1,1,1
182,Government workers,estudyante,0,1,1,1
183,Government workers,estudyante,0,1,1,1
184,Government workers,estudyante,0,1,1,1
185,Government workers,estudyante,0,1,1,1
186,Government workers,estudyante,0,1,1,1
187,OFWs,estudyante,0,1,1,1
188,OFWs,estudyante,0,1,1,1
189,OFWs,estudyante,0,1,1,1
190,OFWs,estudyante,0,1,1,1
191,OFWs,estudyante,0,1,1,1
192,OFWs,estudyante,0,1,1,1
194,estudyante,estudyante,1,1,0,0
195,Social workers tulad ng guro,Social workers tulad ng guro,0,0,0,0
197,estudyante,estudyante,1,1,0,0
198,estudyante,estudyante,1,1,0,0
199,estudyante,estudyante,1,1,0,0
204,estudyante,estudyante,1,1,0,0
205,Social workers tulad ng guro,Social workers tulad ng guro,0,0,0,0
206,Government workers,Government workers,0,0,0,0
212,Government workers,estudyante,0,1,1,1
213,estudyante,estudyante,1,1,0,0
214,Government workers,estudyante,0,1,1,1
216,Social workers tulad ng guro,estudyante,0,1,1,1
217,Social workers tulad ng guro,estudyante,0,1,1,1
218,OFWs,estudyante,0,1,1,1
219,Social workers tulad ng guro,estudyante,0,1,1,1
220,Social workers tulad ng guro,estudyante,0,1,1,1
221,Social workers tulad ng guro,estudyante,0,1,1,1
223,Social workers tulad ng guro,estudyante,0,1,1,1
224,Social workers tulad ng guro,estudyante,0,1,1,1
