control number,PRE:answer,POST:answer,PRE:correct,POST:correct,score change,improved
160,Posibleng pagkamatay,"A, B, at C",0,1,1,1
162,Malalang Pneumonia (Severe Pneumonia),Malalang Pneumonia (Severe Pneumonia),0,0,0,0
166,Posibleng pagkamatay,"A, B, at C",0,1,1,1
169,"A, B, at C","A, B, at C",1,1,0,0
178,"A, B, at C","A, B, at C",1,1,0,0
180,"A, B, at C","A, B, at C",1,1,0,0
181,Malalang Pneumonia (Severe Pneumonia),"A, B, at C",0,1,1,1
182,Posibleng pagkamatay,"A, B, at C",0,1,1,1
183,Posibleng pagkamatay,"A, B, at C",0,1,1,1
184,Posibleng pagkamatay,"A, B, at C",0,1,1,1
185,Posibleng pagkamatay,"A, B, at C",0,1,1,1
186,Posibleng pagkamatay,"A, B, at C",0,1,1,1
187,"A, B, at C","A, B, at C",1,1,0,0
188,"A, B, at C","A, B, at C",1,1,0,0
189,"A, B, at C","A, B, at C",1,1,0,0
190,"A, B, at C","A, B, at C",1,1,0,0
191,"A, B, at C","A, B, at C",1,1,0,0
192,"A, B, at C","A, B, at C",1,1,0,0
194,Posibleng pagkamatay,"A, B, at C",0,1,1,1
195,"A, B, at C","A, B, at C",1,1,0,0
196,Posibleng pagkamatay,Posibleng pagkamatay,0,0,0,0
197,Malalang Pneumonia (Severe Pneumonia),Malalang Pneumonia (Severe Pneumonia),0,0,0,0
198,Malalang Pneumonia (Severe Pneumonia),Malalang Pneumonia (Severe Pneumonia),0,0,0,0
199,Posibleng pagkamatay,Malalang Pneumonia (Severe Pneumonia),0,0,0,0
204,Malalang Pneumonia (Severe Pneumonia),Malalang Pneumonia (Severe Pneumonia),0,0,0,0
205,Posibleng pagkamatay,Organ Failure,0,0,0,0
206,"A, B, at C","A, B, at C",1,1,0,0
212,"A, B, at C","A, B, at C",1,1,0,0
213,Posibleng pagkamatay,Posibleng pagkamatay,0,0,0,0
214,Posibleng pagkamatay,"A, B, at C",0,1,1,1
216,Posibleng pagkamatay,"A, B, at C",0,1,1,1
217,Posibleng pagkamatay,"A, B, at C",0,1,1,1
218,Malalang Pneumonia (Severe Pneumonia),"A, B, at C",0,1,1,1
219,Malalang Pneumonia (Severe Pneumonia),"A, B, at C",0,1,1,1
220,Malalang Pneumonia (Severe Pneumonia),"A, B, at C",0,1,1,1
221,Malalang Pneumonia (Severe Pneumonia),"A, B, at C",0,1,1,1
223,Malalang Pneumonia (Severe Pneumonia),"A, B, at C",0,1,1,1
224,Malalang Pneumonia (Severe Pneumonia),"A, B, at C",0,1,1,1
