control number,PRE:answer,POST:answer,PRE:correct,POST:correct,score change,improved
44,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
49,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
50,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
51,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
52,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
53,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
54,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
55,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
56,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
57,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
58,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
59,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
60,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
61,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
62,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
63,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
64,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
74,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
75,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
76,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
77,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
81,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
82,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
85,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
86,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
87,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
88,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
90,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
91,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
92,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
93,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
94,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
95,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
96,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
97,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
98,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
101,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
102,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
103,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
104,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
106,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
107,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan",1,0,1,0
108,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
110,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan",1,0,1,0
112,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan",1,0,1,0
114,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
115,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
116,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
117,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
118,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
119,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
120,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
121,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
122,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
123,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
124,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
125,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
126,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
127,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
128,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
129,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
130,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
131,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
132,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
133,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
134,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
135,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
136,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
137,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
138,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
141,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
143,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan",0,0,0,0
145,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
146,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
147,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
148,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
149,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
150,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
151,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
152,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
153,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
154,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
155,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
156,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
157,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
158,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
159,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
160,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
162,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan",0,0,0,0
163,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
164,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan",0,0,0,0
165,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan",1,0,1,0
166,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
169,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan",0,0,0,0
171,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
177,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
178,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
180,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
181,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
182,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
183,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
184,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
185,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
186,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
187,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
188,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
189,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",0,1,1,1
190,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
191,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
192,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
194,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
195,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
196,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan",0,0,0,0
197,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
198,"Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin",1,1,0,0
